w_dataset,w_bm25,Hit@1,Hit@5,Hit@10,Hit@20,Hit@50,Hit@100,Hit@200,Hit@500,Hit@800,Hit@1000
0.53,0.47,0.35378350865286734,0.5552086868001357,0.6483881913810655,0.7350525958601968,0.822870715982355,0.8734984730234137,0.9131319986426875,0.9489650492025788,0.9598914149983033,0.9633525619273838
0.54,0.45999999999999996,0.35439429928741095,0.5564981336952833,0.6494740413980319,0.7360705802511028,0.8229385816084154,0.8729555480149305,0.9133355955208686,0.9491007804546997,0.9599592806243638,0.9633525619273838
0.55,0.44999999999999996,0.3543264336613505,0.5565659993213438,0.6508313539192399,0.7372921615201901,0.8236172378690193,0.8736342042755344,0.9131998642687479,0.9492365117068204,0.9600271462504242,0.9633525619273838
0.56,0.43999999999999995,0.3545978961655921,0.5575161180861894,0.6518493383101459,0.7376314896504921,0.8239565659993213,0.8739735324058364,0.9131998642687479,0.9489650492025788,0.9600271462504242,0.9633525619273838
0.57,0.43000000000000005,0.35568374618255855,0.5590770274855785,0.6533423820834747,0.7376314896504921,0.8247030878859858,0.8744485917882593,0.9132677298948083,0.9488293179504581,0.9599592806243638,0.9633525619273838
0.58,0.42000000000000004,0.3558873430607397,0.5600950118764846,0.6550390227349847,0.736952833389888,0.8268069222938582,0.8745164574143196,0.913403461146929,0.9488293179504581,0.9599592806243638,0.9633525619273838
0.59,0.41000000000000003,0.3558873430607397,0.5610451306413302,0.6557176789955887,0.7376993552765524,0.8261961316593146,0.87458432304038,0.9137427892772311,0.9489650492025788,0.9600950118764846,0.9633525619273838
0.6,0.4,0.35581947743467934,0.5616559212758737,0.6566677977604344,0.7377672209026128,0.8266711910417374,0.8748557855446216,0.9137427892772311,0.9490329148286393,0.9600950118764846,0.9633525619273838
0.61,0.39,0.35568374618255855,0.5622667119104173,0.656939260264676,0.7370206990159485,0.8260604004071938,0.8751951136749236,0.9139463861554122,0.9488971835765185,0.9600950118764846,0.9633525619273838
0.62,0.38,0.35595520868680014,0.5627417712928402,0.6571428571428571,0.7381065490329148,0.8265354597896165,0.8752629793009841,0.9140821174075331,0.9488293179504581,0.9600950118764846,0.9633525619273838
0.63,0.37,0.3558873430607397,0.5637597556837461,0.6574821852731592,0.738649474041398,0.8258568035290126,0.8754665761791652,0.9141499830335935,0.9487614523243977,0.9601628775025449,0.9633525619273838
0.64,0.36,0.3557516118086189,0.5643705463182898,0.6582965727858839,0.7391245334238208,0.825585341024771,0.8760095011876484,0.9139463861554122,0.9487614523243977,0.9601628775025449,0.9633525619273838
0.65,0.35,0.35520868680013573,0.564574143196471,0.6579572446555819,0.7385137427892773,0.8249745503902274,0.8756023074312861,0.9140821174075331,0.9488971835765185,0.9600950118764846,0.9633525619273838
0.66,0.33999999999999997,0.3560230743128605,0.5647777400746522,0.6577536477774008,0.738310145911096,0.8242958941296233,0.8752629793009841,0.9140142517814727,0.9489650492025788,0.9601628775025449,0.9633525619273838
0.67,0.32999999999999996,0.35629453681710216,0.5653885307091958,0.6575500508992196,0.738649474041398,0.8242958941296233,0.8751272480488632,0.9138785205293519,0.9490329148286393,0.9600271462504242,0.9633525619273838
0.68,0.31999999999999995,0.35622667119104173,0.5654563963352562,0.6581608415337632,0.7383780115371564,0.8236851034950797,0.8753308449270445,0.9138785205293519,0.9490329148286393,0.9600271462504242,0.9633525619273838
0.69,0.31000000000000005,0.35609093993892094,0.565931455717679,0.6583644384119444,0.7382422802850356,0.8234815066168986,0.8751951136749236,0.9136749236511706,0.9490329148286393,0.9598914149983033,0.9633525619273838
0.7,0.30000000000000004,0.35568374618255855,0.5664743807261622,0.6584323040380048,0.7368171021377672,0.8229385816084154,0.8748557855446216,0.9136070580251103,0.9486935866983373,0.959823549372243,0.9633525619273838
0.71,0.29000000000000004,0.35568374618255855,0.5672209026128266,0.6577536477774008,0.7360705802511028,0.8218527315914489,0.8744485917882593,0.9131319986426875,0.9486257210722769,0.959823549372243,0.9633525619273838
0.72,0.28,0.35595520868680014,0.567967424499491,0.6576857821513403,0.7360027146250424,0.821174075330845,0.8741092636579573,0.9127248048863251,0.9487614523243977,0.9596878181201222,0.9633525619273838
0.73,0.27,0.35683746182558534,0.5678995588734306,0.6573464540210383,0.7353919239904988,0.8204954190702409,0.8735663386494741,0.9125212080081438,0.9486935866983373,0.9596878181201222,0.9633525619273838
0.74,0.26,0.35622667119104173,0.5685782151340346,0.6571428571428571,0.7352561927383781,0.8206990159484221,0.8732948761452325,0.9128605361384459,0.9487614523243977,0.9596878181201222,0.9633525619273838
0.75,0.25,0.35541228367831695,0.5695961995249407,0.6580251102816423,0.7351883271123176,0.8202918221920598,0.8730234136409908,0.9131998642687479,0.9484899898201561,0.9596878181201222,0.9633525619273838
0.76,0.24,0.3554801493043773,0.5685782151340346,0.6570749915167967,0.7349847302341365,0.8205632846963014,0.8724804886325076,0.9132677298948083,0.9484899898201561,0.9596199524940617,0.9633525619273838
0.77,0.22999999999999998,0.35595520868680014,0.5683746182558534,0.6571428571428571,0.7348489989820156,0.8202918221920598,0.8724126230064473,0.9133355955208686,0.9484899898201561,0.9596199524940617,0.9633525619273838
