model_name,breakpoint_threshold_type,breakpoint_threshold_amount,min_chunk_size,average_score,scores
nasa-impact/nasa-ibm-st.38m,percentile,55,50,0.08817943677112049,"[0.09693877551020408, 0.04912280701754386, 0.11847672778561354]"
adsabs/astroBERT,percentile,31,50,0.0967537865461467,"[0.11009174311926606, 0.0725, 0.10766961651917405]"
BAAI/bge-small-en,percentile,43,50,0.09533418160359426,"[0.12391304347826088, 0.06744868035190615, 0.09464082098061574]"
bert-base-uncased,percentile,31,50,0.0967917903723725,"[0.11829944547134935, 0.06982543640897755, 0.1022504892367906]"
nasa-impact/nasa-ibm-st.38m,percentile,55,100,0.08817943677112049,"[0.09693877551020408, 0.04912280701754386, 0.11847672778561354]"
BAAI/bge-small-en,percentile,43,100,0.09533418160359426,"[0.12391304347826088, 0.06744868035190615, 0.09464082098061574]"
nasa-impact/nasa-ibm-st.38m,percentile,58,50,0.0859201784027624,"[0.09090909090909091, 0.04428044280442804, 0.12257100149476831]"
adsabs/astroBERT,percentile,31,100,0.0967537865461467,"[0.11009174311926606, 0.0725, 0.10766961651917405]"
bert-base-uncased,percentile,31,100,0.0967917903723725,"[0.11829944547134935, 0.06982543640897755, 0.1022504892367906]"
nasa-impact/nasa-ibm-st.38m,percentile,58,100,0.0859201784027624,"[0.09090909090909091, 0.04428044280442804, 0.12257100149476831]"
BAAI/bge-small-en,percentile,46,50,0.09232464433954775,"[0.12244897959183673, 0.057750759878419454, 0.0967741935483871]"
BAAI/bge-large-en-v1.5,percentile,10,100,0.10963830259804595,"[0.13303437967115098, 0.08167330677290836, 0.11420722135007849]"
nasa-impact/nasa-ibm-st.38m,percentile,61,50,0.08388692006481431,"[0.0903954802259887, 0.04296875, 0.11829652996845426]"
adsabs/astroBERT,percentile,34,50,0.09700349738255919,"[0.10836501901140684, 0.07272727272727272, 0.10991820040899795]"
BAAI/bge-small-en,percentile,46,100,0.09232464433954775,"[0.12244897959183673, 0.057750759878419454, 0.0967741935483871]"
bert-base-uncased,percentile,34,50,0.09774091356858289,"[0.11900191938579655, 0.06994818652849741, 0.10427263479145472]"
nasa-impact/nasa-ibm-st.38m,percentile,61,100,0.08388692006481431,"[0.0903954802259887, 0.04296875, 0.11829652996845426]"
BAAI/bge-small-en,percentile,49,50,0.09197409407843575,"[0.12085308056872038, 0.05732484076433121, 0.09774436090225563]"
nasa-impact/nasa-ibm-st.38m,percentile,64,50,0.08223291686655416,"[0.08982035928143713, 0.04149377593360996, 0.11538461538461539]"
adsabs/astroBERT,percentile,34,100,0.09700349738255919,"[0.10836501901140684, 0.07272727272727272, 0.10991820040899795]"
bert-base-uncased,percentile,34,100,0.09774091356858289,"[0.11900191938579655, 0.06994818652849741, 0.10427263479145472]"
nasa-impact/nasa-ibm-st.38m,percentile,64,100,0.08223291686655416,"[0.08982035928143713, 0.04149377593360996, 0.11538461538461539]"
BAAI/bge-small-en,percentile,49,100,0.09197409407843575,"[0.12085308056872038, 0.05732484076433121, 0.09774436090225563]"
BAAI/bge-large-en-v1.5,percentile,13,50,0.10976724895671375,"[0.13580246913580246, 0.07991803278688525, 0.11358124494745352]"
adsabs/astroBERT,percentile,37,50,0.09765241001523818,"[0.10869565217391304, 0.07297297297297298, 0.11128860489882854]"
nasa-impact/nasa-ibm-st.38m,percentile,67,50,0.08190512150827679,"[0.08917197452229299, 0.044642857142857144, 0.11190053285968028]"
bert-base-uncased,percentile,37,50,0.09615151757972762,"[0.11530815109343936, 0.07008086253369272, 0.10306553911205074]"
BAAI/bge-small-en,percentile,52,50,0.09251533349976511,"[0.11910669975186104, 0.056856187290969896, 0.10158311345646438]"
nasa-impact/nasa-ibm-st.38m,percentile,67,100,0.08190512150827679,"[0.08917197452229299, 0.044642857142857144, 0.11190053285968028]"
adsabs/astroBERT,percentile,37,100,0.09765241001523818,"[0.10869565217391304, 0.07297297297297298, 0.11128860489882854]"
BAAI/bge-small-en,percentile,52,100,0.09251533349976511,"[0.11910669975186104, 0.056856187290969896, 0.10158311345646438]"
nasa-impact/nasa-ibm-st.38m,percentile,70,50,0.07988565596532382,"[0.08843537414965986, 0.0430622009569378, 0.10815939278937381]"
bert-base-uncased,percentile,37,100,0.09615151757972762,"[0.11530815109343936, 0.07008086253369272, 0.10306553911205074]"
nasa-impact/nasa-ibm-st.38m,percentile,70,100,0.07988565596532382,"[0.08843537414965986, 0.0430622009569378, 0.10815939278937381]"
BAAI/bge-small-en,percentile,55,50,0.08916983910980275,"[0.1111111111111111, 0.05653710247349823, 0.09986130374479889]"
adsabs/astroBERT,percentile,40,50,0.09595653320625173,"[0.10677618069815195, 0.07323943661971831, 0.10785398230088496]"
nasa-impact/nasa-ibm-st.38m,percentile,73,50,0.08039888768495435,"[0.09157509157509157, 0.041237113402061855, 0.1083844580777096]"
bert-base-uncased,percentile,40,50,0.09678546141660205,"[0.11594202898550725, 0.0702247191011236, 0.10418963616317531]"
BAAI/bge-large-en-v1.5,percentile,13,100,0.10976724895671375,"[0.13580246913580246, 0.07991803278688525, 0.11358124494745352]"
BAAI/bge-small-en,percentile,55,100,0.08916983910980275,"[0.1111111111111111, 0.05653710247349823, 0.09986130374479889]"
nasa-impact/nasa-ibm-st.38m,percentile,73,100,0.08039888768495435,"[0.09157509157509157, 0.041237113402061855, 0.1083844580777096]"
adsabs/astroBERT,percentile,40,100,0.09595653320625173,"[0.10677618069815195, 0.07323943661971831, 0.10785398230088496]"
BAAI/bge-small-en,percentile,58,50,0.08715428888024061,"[0.10270270270270271, 0.055970149253731345, 0.1027900146842878]"
bert-base-uncased,percentile,40,100,0.09678546141660205,"[0.11594202898550725, 0.0702247191011236, 0.10418963616317531]"
nasa-impact/nasa-ibm-st.38m,percentile,76,50,0.07011981074481073,"[0.078125, 0.03333333333333333, 0.0989010989010989]"
BAAI/bge-small-en,percentile,58,100,0.08715428888024061,"[0.10270270270270271, 0.055970149253731345, 0.1027900146842878]"
nasa-impact/nasa-ibm-st.38m,percentile,76,100,0.07011981074481073,"[0.078125, 0.03333333333333333, 0.0989010989010989]"
adsabs/astroBERT,percentile,43,50,0.0894842060328207,"[0.1023454157782516, 0.05813953488372093, 0.10796766743648961]"
bert-base-uncased,percentile,43,50,0.09716736931418951,"[0.11422413793103449, 0.07058823529411765, 0.10668973471741638]"
nasa-impact/nasa-ibm-st.38m,percentile,79,50,0.0679773890945993,"[0.07142857142857142, 0.03680981595092025, 0.09569377990430622]"
BAAI/bge-small-en,percentile,61,50,0.08729425538653118,"[0.09971509971509972, 0.05952380952380952, 0.1026438569206843]"
BAAI/bge-large-en-v1.5,percentile,16,50,0.10704999789157926,"[0.12974683544303797, 0.080338266384778, 0.1110648918469218]"
nasa-impact/nasa-ibm-st.38m,percentile,79,100,0.0679773890945993,"[0.07142857142857142, 0.03680981595092025, 0.09569377990430622]"
adsabs/astroBERT,percentile,43,100,0.0894842060328207,"[0.1023454157782516, 0.05813953488372093, 0.10796766743648961]"
bert-base-uncased,percentile,43,100,0.09716736931418951,"[0.11422413793103449, 0.07058823529411765, 0.10668973471741638]"
BAAI/bge-small-en,percentile,61,100,0.08729425538653118,"[0.09971509971509972, 0.05952380952380952, 0.1026438569206843]"
nasa-impact/nasa-ibm-st.38m,percentile,82,50,0.06838061083103214,"[0.07373271889400922, 0.033783783783783786, 0.09762532981530343]"
adsabs/astroBERT,percentile,46,50,0.09021926582902191,"[0.0975609756097561, 0.06097560975609756, 0.11212121212121212]"
BAAI/bge-small-en,percentile,64,50,0.08584804793760431,"[0.10303030303030303, 0.0502092050209205, 0.10430463576158941]"
nasa-impact/nasa-ibm-st.38m,percentile,82,100,0.06838061083103214,"[0.07373271889400922, 0.033783783783783786, 0.09762532981530343]"
bert-base-uncased,percentile,46,50,0.09624216302028742,"[0.10986547085201794, 0.07076923076923076, 0.10809178743961352]"
nasa-impact/nasa-ibm-st.38m,percentile,85,50,0.0630116503387193,"[0.07653061224489796, 0.022388059701492536, 0.09011627906976744]"
BAAI/bge-small-en,percentile,64,100,0.08584804793760431,"[0.10303030303030303, 0.0502092050209205, 0.10430463576158941]"
adsabs/astroBERT,percentile,46,100,0.09021926582902191,"[0.0975609756097561, 0.06097560975609756, 0.11212121212121212]"
nasa-impact/nasa-ibm-st.38m,percentile,85,100,0.0630116503387193,"[0.07653061224489796, 0.022388059701492536, 0.09011627906976744]"
BAAI/bge-large-en-v1.5,percentile,16,100,0.10704999789157926,"[0.12974683544303797, 0.080338266384778, 0.1110648918469218]"
bert-base-uncased,percentile,46,100,0.09624216302028742,"[0.10986547085201794, 0.07076923076923076, 0.10809178743961352]"
BAAI/bge-small-en,percentile,67,50,0.07980243012923119,"[0.0926517571884984, 0.044642857142857144, 0.10211267605633803]"
nasa-impact/nasa-ibm-st.38m,percentile,88,50,0.05561325653857049,"[0.06179775280898876, 0.01680672268907563, 0.08823529411764706]"
adsabs/astroBERT,percentile,49,50,0.09020100730729445,"[0.09744779582366589, 0.06070287539936102, 0.11245235069885642]"
BAAI/bge-small-en,percentile,67,100,0.07980243012923119,"[0.0926517571884984, 0.044642857142857144, 0.10211267605633803]"
nasa-impact/nasa-ibm-st.38m,percentile,88,100,0.05561325653857049,"[0.06179775280898876, 0.01680672268907563, 0.08823529411764706]"
bert-base-uncased,percentile,49,50,0.09476108401265149,"[0.10772833723653395, 0.0641025641025641, 0.11245235069885642]"
nasa-impact/nasa-ibm-st.38m,percentile,91,50,0.04593366035022015,"[0.050314465408805034, 0.009708737864077669, 0.07777777777777778]"
BAAI/bge-small-en,percentile,70,50,0.07188849302145234,"[0.0847457627118644, 0.03317535545023697, 0.09774436090225563]"
adsabs/astroBERT,percentile,49,100,0.09020100730729445,"[0.09744779582366589, 0.06070287539936102, 0.11245235069885642]"
nasa-impact/nasa-ibm-st.38m,percentile,91,100,0.04593366035022015,"[0.050314465408805034, 0.009708737864077669, 0.07777777777777778]"
bert-base-uncased,percentile,49,100,0.09476108401265149,"[0.10772833723653395, 0.0641025641025641, 0.11245235069885642]"
BAAI/bge-large-en-v1.5,percentile,19,50,0.10632688503434255,"[0.1270358306188925, 0.08078602620087336, 0.1111587982832618]"
BAAI/bge-small-en,percentile,70,100,0.07188849302145234,"[0.0847457627118644, 0.03317535545023697, 0.09774436090225563]"
nasa-impact/nasa-ibm-st.38m,percentile,94,50,0.026900409549495557,"[0.02112676056338028, 0.0, 0.059574468085106386]"
adsabs/astroBERT,percentile,52,50,0.08956316218418908,"[0.10268948655256724, 0.05333333333333334, 0.11266666666666666]"
BAAI/bge-small-en,percentile,73,50,0.06072887975321001,"[0.07581227436823104, 0.020202020202020204, 0.08617234468937876]"
bert-base-uncased,percentile,52,50,0.0951381684715018,"[0.10810810810810811, 0.06397306397306397, 0.11333333333333333]"
nasa-impact/nasa-ibm-st.38m,percentile,94,100,0.026900409549495557,"[0.02112676056338028, 0.0, 0.059574468085106386]"
nasa-impact/nasa-ibm-st.38m,percentile,97,50,0.01613257544553368,"[0.00819672131147541, 0.0, 0.04020100502512563]"
BAAI/bge-small-en,percentile,73,100,0.06072887975321001,"[0.07581227436823104, 0.020202020202020204, 0.08617234468937876]"
adsabs/astroBERT,percentile,52,100,0.08956316218418908,"[0.10268948655256724, 0.05333333333333334, 0.11266666666666666]"
bert-base-uncased,percentile,52,100,0.0951381684715018,"[0.10810810810810811, 0.06397306397306397, 0.11333333333333333]"
nasa-impact/nasa-ibm-st.38m,percentile,97,100,0.01613257544553368,"[0.00819672131147541, 0.0, 0.04020100502512563]"
BAAI/bge-small-en,percentile,76,50,0.060084262734442805,"[0.06976744186046512, 0.01639344262295082, 0.09409190371991247]"
BAAI/bge-large-en-v1.5,percentile,19,100,0.10632688503434255,"[0.1270358306188925, 0.08078602620087336, 0.1111587982832618]"
nasa-impact/nasa-ibm-st.38m,gradient,1,50,0.10928442566819141,"[0.1289437585733882, 0.08623853211009175, 0.11267098632109432]"
adsabs/astroBERT,percentile,55,50,0.09030287783705211,"[0.09974424552429667, 0.05653710247349823, 0.11462728551336146]"
bert-base-uncased,percentile,55,50,0.09819376444105625,"[0.10824742268041238, 0.06785714285714285, 0.11847672778561354]"
BAAI/bge-small-en,percentile,76,100,0.060084262734442805,"[0.06976744186046512, 0.01639344262295082, 0.09409190371991247]"
nasa-impact/nasa-ibm-st.38m,gradient,1,100,0.10928442566819141,"[0.1289437585733882, 0.08623853211009175, 0.11267098632109432]"
adsabs/astroBERT,percentile,55,100,0.09030287783705211,"[0.09974424552429667, 0.05653710247349823, 0.11462728551336146]"
nasa-impact/nasa-ibm-st.38m,gradient,4,50,0.10819316156850133,"[0.12816901408450704, 0.08270676691729323, 0.11370370370370371]"
BAAI/bge-small-en,percentile,79,50,0.055602546782323604,"[0.06694560669456066, 0.011976047904191617, 0.08788598574821853]"
bert-base-uncased,percentile,55,100,0.09819376444105625,"[0.10824742268041238, 0.06785714285714285, 0.11847672778561354]"
nasa-impact/nasa-ibm-st.38m,gradient,4,100,0.10819316156850133,"[0.12816901408450704, 0.08270676691729323, 0.11370370370370371]"
BAAI/bge-small-en,percentile,79,100,0.055602546782323604,"[0.06694560669456066, 0.011976047904191617, 0.08788598574821853]"
adsabs/astroBERT,percentile,58,50,0.08724593929567048,"[0.0967741935483871, 0.04814814814814815, 0.11681547619047619]"
nasa-impact/nasa-ibm-st.38m,gradient,7,50,0.10319115283964697,"[0.12086330935251799, 0.07692307692307693, 0.11178707224334601]"
