model_name,breakpoint_threshold_type,breakpoint_threshold_amount,min_chunk_size,average_score,scores
nasa-impact/nasa-ibm-st.38m,gradient,82,100,0.04738325032013511,"[0.0639269406392694, 0.04081632653061224, 0.03740648379052369]"
adsabs/astroBERT,gradient,1,50,0.1109746518367083,"[0.13204951856946354, 0.08623853211009175, 0.11463590483056957]"
bert-base-uncased,gradient,1,50,0.11070696790183061,"[0.13204951856946354, 0.08623853211009175, 0.1138328530259366]"
nasa-impact/nasa-ibm-st.38m,gradient,85,50,0.044619792652408896,"[0.055, 0.04580152671755725, 0.03305785123966942]"
BAAI/bge-small-en,gradient,40,100,0.08520857786367696,"[0.10224948875255624, 0.06424581005586592, 0.0891304347826087]"
BAAI/bge-large-en-v1.5,percentile,40,50,0.09535232620084914,"[0.11594202898550725, 0.0702247191011236, 0.09989023051591657]"
nasa-impact/nasa-ibm-st.38m,gradient,85,100,0.044619792652408896,"[0.055, 0.04580152671755725, 0.03305785123966942]"
adsabs/astroBERT,gradient,1,100,0.1109746518367083,"[0.13204951856946354, 0.08623853211009175, 0.11463590483056957]"
BAAI/bge-small-en,gradient,43,50,0.08664581033002088,"[0.1047008547008547, 0.06432748538011696, 0.09090909090909091]"
bert-base-uncased,gradient,1,100,0.11070696790183061,"[0.13204951856946354, 0.08623853211009175, 0.1138328530259366]"
nasa-impact/nasa-ibm-st.38m,gradient,88,50,0.0343341046103477,"[0.04419889502762431, 0.03418803418803419, 0.024615384615384615]"
BAAI/bge-small-en,gradient,43,100,0.08664581033002088,"[0.1047008547008547, 0.06432748538011696, 0.09090909090909091]"
adsabs/astroBERT,gradient,4,50,0.1088747253889546,"[0.12658227848101267, 0.08679245283018867, 0.11324944485566248]"
nasa-impact/nasa-ibm-st.38m,gradient,88,100,0.0343341046103477,"[0.04419889502762431, 0.03418803418803419, 0.024615384615384615]"
bert-base-uncased,gradient,4,50,0.10991740944824631,"[0.13135593220338984, 0.08679245283018867, 0.11160384331116038]"
nasa-impact/nasa-ibm-st.38m,gradient,91,50,0.028150856174962935,"[0.037267080745341616, 0.0297029702970297, 0.017482517482517484]"
BAAI/bge-small-en,gradient,46,50,0.08491623087868223,"[0.10738255033557047, 0.06097560975609756, 0.0863905325443787]"
adsabs/astroBERT,gradient,4,100,0.1088747253889546,"[0.12658227848101267, 0.08679245283018867, 0.11324944485566248]"
nasa-impact/nasa-ibm-st.38m,gradient,91,100,0.028150856174962935,"[0.037267080745341616, 0.0297029702970297, 0.017482517482517484]"
BAAI/bge-large-en-v1.5,percentile,40,100,0.09535232620084914,"[0.11594202898550725, 0.0702247191011236, 0.09989023051591657]"
BAAI/bge-small-en,gradient,46,100,0.08491623087868223,"[0.10738255033557047, 0.06097560975609756, 0.0863905325443787]"
bert-base-uncased,gradient,4,100,0.10991740944824631,"[0.13135593220338984, 0.08679245283018867, 0.11160384331116038]"
nasa-impact/nasa-ibm-st.38m,gradient,94,50,0.01749324683625716,"[0.02112676056338028, 0.023255813953488372, 0.008097165991902834]"
adsabs/astroBERT,gradient,7,50,0.10855751809050797,"[0.12735166425470332, 0.08737864077669903, 0.11094224924012158]"
BAAI/bge-small-en,gradient,49,50,0.08111127907433265,"[0.10514018691588785, 0.06070287539936102, 0.07749077490774908]"
nasa-impact/nasa-ibm-st.38m,gradient,94,100,0.01749324683625716,"[0.02112676056338028, 0.023255813953488372, 0.008097165991902834]"
bert-base-uncased,gradient,7,50,0.10866470663508287,"[0.13062409288824384, 0.08527131782945736, 0.11009870918754745]"
BAAI/bge-small-en,gradient,49,100,0.08111127907433265,"[0.10514018691588785, 0.06070287539936102, 0.07749077490774908]"
nasa-impact/nasa-ibm-st.38m,gradient,97,50,0.010204477554029411,"[0.01652892561983471, 0.014084507042253521, 0.0]"
adsabs/astroBERT,gradient,7,100,0.10855751809050797,"[0.12735166425470332, 0.08737864077669903, 0.11094224924012158]"
nasa-impact/nasa-ibm-st.38m,gradient,97,100,0.010204477554029411,"[0.01652892561983471, 0.014084507042253521, 0.0]"
bert-base-uncased,gradient,7,100,0.10866470663508287,"[0.13062409288824384, 0.08527131782945736, 0.11009870918754745]"
BAAI/bge-small-en,gradient,52,50,0.07670698959399082,"[0.1, 0.056856187290969896, 0.07326478149100257]"
BAAI/bge-large-en-v1.5,percentile,43,50,0.09270033735647014,"[0.11663066954643629, 0.06432748538011696, 0.09714285714285714]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.1,50,0.08182542867415447,"[0.0893371757925072, 0.039525691699604744, 0.11661341853035144]"
adsabs/astroBERT,gradient,10,50,0.11021024913287049,"[0.13134328358208955, 0.08817635270541083, 0.1111111111111111]"
BAAI/bge-small-en,gradient,52,100,0.07670698959399082,"[0.1, 0.056856187290969896, 0.07326478149100257]"
bert-base-uncased,gradient,10,50,0.10733284690288715,"[0.12965722801788376, 0.08383233532934131, 0.10850897736143637]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.1,100,0.08182542867415447,"[0.0893371757925072, 0.039525691699604744, 0.11661341853035144]"
BAAI/bge-small-en,gradient,55,50,0.07442528931350618,"[0.09137055837563451, 0.06028368794326241, 0.07162162162162163]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.2,50,0.08268681160114294,"[0.09287925696594428, 0.0425531914893617, 0.11262798634812286]"
adsabs/astroBERT,gradient,10,100,0.11021024913287049,"[0.13134328358208955, 0.08817635270541083, 0.1111111111111111]"
bert-base-uncased,gradient,10,100,0.10733284690288715,"[0.12965722801788376, 0.08383233532934131, 0.10850897736143637]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.2,100,0.08268681160114294,"[0.09287925696594428, 0.0425531914893617, 0.11262798634812286]"
BAAI/bge-small-en,gradient,55,100,0.07442528931350618,"[0.09137055837563451, 0.06028368794326241, 0.07162162162162163]"
adsabs/astroBERT,gradient,13,50,0.10639494929151357,"[0.12710566615620214, 0.08436213991769548, 0.10771704180064309]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.30000000000000004,50,0.08113885188971148,"[0.0915032679738562, 0.04265402843601896, 0.10925925925925926]"
BAAI/bge-large-en-v1.5,percentile,43,100,0.09270033735647014,"[0.11663066954643629, 0.06432748538011696, 0.09714285714285714]"
BAAI/bge-small-en,gradient,58,50,0.07118110206170918,"[0.0938337801608579, 0.055970149253731345, 0.06373937677053824]"
bert-base-uncased,gradient,13,50,0.1036001375705952,"[0.12538226299694188, 0.08213552361396304, 0.10328262610088071]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.30000000000000004,100,0.08113885188971148,"[0.0915032679738562, 0.04265402843601896, 0.10925925925925926]"
adsabs/astroBERT,gradient,13,100,0.10639494929151357,"[0.12710566615620214, 0.08436213991769548, 0.10771704180064309]"
BAAI/bge-small-en,gradient,58,100,0.07118110206170918,"[0.0938337801608579, 0.055970149253731345, 0.06373937677053824]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.4,50,0.0781870954171443,"[0.09090909090909091, 0.03608247422680412, 0.10756972111553785]"
bert-base-uncased,gradient,13,100,0.1036001375705952,"[0.12538226299694188, 0.08213552361396304, 0.10328262610088071]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.4,100,0.0781870954171443,"[0.09090909090909091, 0.03608247422680412, 0.10756972111553785]"
BAAI/bge-small-en,gradient,61,50,0.07057253663560935,"[0.09659090909090909, 0.05533596837944664, 0.059790732436472344]"
adsabs/astroBERT,gradient,16,50,0.104299811658409,"[0.12796208530805686, 0.0826271186440678, 0.10231023102310231]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.5,50,0.07540250994078224,"[0.09363295880149813, 0.03278688524590164, 0.09978768577494693]"
bert-base-uncased,gradient,16,50,0.09905427616690948,"[0.12087912087912088, 0.07578947368421053, 0.10049423393739704]"
BAAI/bge-large-en-v1.5,percentile,46,50,0.09127416446427782,"[0.11738148984198646, 0.06097560975609756, 0.0954653937947494]"
BAAI/bge-small-en,gradient,61,100,0.07057253663560935,"[0.09659090909090909, 0.05533596837944664, 0.059790732436472344]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.5,100,0.07540250994078224,"[0.09363295880149813, 0.03278688524590164, 0.09978768577494693]"
adsabs/astroBERT,gradient,16,100,0.104299811658409,"[0.12796208530805686, 0.0826271186440678, 0.10231023102310231]"
BAAI/bge-small-en,gradient,64,50,0.07083652335541958,"[0.0963855421686747, 0.05907172995780591, 0.05705229793977813]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.6000000000000001,50,0.0711411420096097,"[0.07692307692307693, 0.03488372093023256, 0.10161662817551963]"
bert-base-uncased,gradient,16,100,0.09905427616690948,"[0.12087912087912088, 0.07578947368421053, 0.10049423393739704]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.6000000000000001,100,0.0711411420096097,"[0.07692307692307693, 0.03488372093023256, 0.10161662817551963]"
BAAI/bge-small-en,gradient,64,100,0.07083652335541958,"[0.0963855421686747, 0.05907172995780591, 0.05705229793977813]"
adsabs/astroBERT,gradient,19,50,0.10163869095333843,"[0.12337662337662338, 0.08315098468271334, 0.09838846480067855]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.7000000000000001,50,0.06928931402250575,"[0.07203389830508475, 0.0392156862745098, 0.0966183574879227]"
bert-base-uncased,gradient,19,50,0.10070498261490647,"[0.12155591572123177, 0.0784313725490196, 0.10212765957446808]"
BAAI/bge-small-en,gradient,67,50,0.06963590634423185,"[0.0926517571884984, 0.058823529411764705, 0.057432432432432436]"
BAAI/bge-large-en-v1.5,percentile,46,100,0.09127416446427782,"[0.11738148984198646, 0.06097560975609756, 0.0954653937947494]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.7000000000000001,100,0.06928931402250575,"[0.07203389830508475, 0.0392156862745098, 0.0966183574879227]"
adsabs/astroBERT,gradient,19,100,0.10163869095333843,"[0.12337662337662338, 0.08315098468271334, 0.09838846480067855]"
BAAI/bge-small-en,gradient,67,100,0.06963590634423185,"[0.0926517571884984, 0.058823529411764705, 0.057432432432432436]"
bert-base-uncased,gradient,19,100,0.10070498261490647,"[0.12155591572123177, 0.0784313725490196, 0.10212765957446808]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.8,50,0.06728551980112758,"[0.07272727272727272, 0.034013605442176874, 0.09511568123393316]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.8,100,0.06728551980112758,"[0.07272727272727272, 0.034013605442176874, 0.09511568123393316]"
adsabs/astroBERT,gradient,22,50,0.09986042827657733,"[0.12040133779264214, 0.08390022675736962, 0.09527972027972027]"
BAAI/bge-small-en,gradient,70,50,0.06692077002104867,"[0.09215017064846416, 0.05825242718446602, 0.050359712230215826]"
bert-base-uncased,gradient,22,50,0.09715767504512923,"[0.11480865224625623, 0.07657657657657657, 0.10008779631255488]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.9,50,0.06831085855952919,"[0.07729468599033816, 0.03597122302158273, 0.09166666666666666]"
BAAI/bge-small-en,gradient,70,100,0.06692077002104867,"[0.09215017064846416, 0.05825242718446602, 0.050359712230215826]"
adsabs/astroBERT,gradient,22,100,0.09986042827657733,"[0.12040133779264214, 0.08390022675736962, 0.09527972027972027]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,0.9,100,0.06831085855952919,"[0.07729468599033816, 0.03597122302158273, 0.09166666666666666]"
BAAI/bge-large-en-v1.5,percentile,49,50,0.09000483831626593,"[0.11294117647058824, 0.06070287539936102, 0.09637046307884856]"
bert-base-uncased,gradient,22,100,0.09715767504512923,"[0.11480865224625623, 0.07657657657657657, 0.10008779631255488]"
BAAI/bge-small-en,gradient,73,50,0.06051169613348669,"[0.08363636363636363, 0.05759162303664921, 0.04030710172744722]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.0,50,0.06389776012186045,"[0.07653061224489796, 0.022900763358778626, 0.09226190476190477]"
adsabs/astroBERT,gradient,25,50,0.0975192809783784,"[0.11917098445595854, 0.0794392523364486, 0.0939476061427281]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.0,100,0.06389776012186045,"[0.07653061224489796, 0.022900763358778626, 0.09226190476190477]"
BAAI/bge-small-en,gradient,73,100,0.06051169613348669,"[0.08363636363636363, 0.05759162303664921, 0.04030710172744722]"
bert-base-uncased,gradient,25,50,0.09654873155101812,"[0.1153184165232358, 0.07441860465116279, 0.09990917347865577]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.1,50,0.0611035211035211,"[0.07027027027027027, 0.023809523809523808, 0.08923076923076922]"
BAAI/bge-small-en,gradient,76,50,0.054161942834870656,"[0.08661417322834646, 0.0449438202247191, 0.030927835051546393]"
adsabs/astroBERT,gradient,25,100,0.0975192809783784,"[0.11917098445595854, 0.0794392523364486, 0.0939476061427281]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.1,100,0.0611035211035211,"[0.07027027027027027, 0.023809523809523808, 0.08923076923076922]"
bert-base-uncased,gradient,25,100,0.09654873155101812,"[0.1153184165232358, 0.07441860465116279, 0.09990917347865577]"
BAAI/bge-large-en-v1.5,percentile,49,100,0.09000483831626593,"[0.11294117647058824, 0.06070287539936102, 0.09637046307884856]"
BAAI/bge-small-en,gradient,76,100,0.054161942834870656,"[0.08661417322834646, 0.0449438202247191, 0.030927835051546393]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.2000000000000002,50,0.05494771900572789,"[0.06179775280898876, 0.016666666666666666, 0.08637873754152824]"
adsabs/astroBERT,gradient,28,50,0.09775673831892273,"[0.12186379928315412, 0.07990314769975787, 0.0915032679738562]"
BAAI/bge-small-en,gradient,79,50,0.05239011320464265,"[0.0759493670886076, 0.049689440993788817, 0.03153153153153153]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.2000000000000002,100,0.05494771900572789,"[0.06179775280898876, 0.016666666666666666, 0.08637873754152824]"
bert-base-uncased,gradient,28,50,0.09340766657262296,"[0.1099290780141844, 0.0746987951807229, 0.09559512652296158]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.3,50,0.05278281911675741,"[0.05747126436781609, 0.017543859649122806, 0.08333333333333333]"
adsabs/astroBERT,gradient,28,100,0.09775673831892273,"[0.12186379928315412, 0.07990314769975787, 0.0915032679738562]"
BAAI/bge-small-en,gradient,79,100,0.05239011320464265,"[0.0759493670886076, 0.049689440993788817, 0.03153153153153153]"
bert-base-uncased,gradient,28,100,0.09340766657262296,"[0.1099290780141844, 0.0746987951807229, 0.09559512652296158]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.3,100,0.05278281911675741,"[0.05747126436781609, 0.017543859649122806, 0.08333333333333333]"
BAAI/bge-small-en,gradient,82,50,0.041623739416737894,"[0.0639269406392694, 0.033783783783783786, 0.027160493827160494]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.4000000000000001,50,0.04993568732697912,"[0.05421686746987952, 0.009259259259259259, 0.08633093525179857]"
BAAI/bge-large-en-v1.5,percentile,52,50,0.08879261208031035,"[0.11083743842364532, 0.056856187290969896, 0.09868421052631579]"
adsabs/astroBERT,gradient,31,50,0.09643412492126212,"[0.11829944547134935, 0.07788944723618091, 0.09311348205625607]"
bert-base-uncased,gradient,31,50,0.09202005959874393,"[0.1141804788213628, 0.06982543640897755, 0.09205426356589147]"
BAAI/bge-small-en,gradient,82,100,0.041623739416737894,"[0.0639269406392694, 0.033783783783783786, 0.027160493827160494]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.4000000000000001,100,0.04993568732697912,"[0.05421686746987952, 0.009259259259259259, 0.08633093525179857]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.5,50,0.04259259259259259,"[0.05, 0.0, 0.07777777777777778]"
adsabs/astroBERT,gradient,31,100,0.09643412492126212,"[0.11829944547134935, 0.07788944723618091, 0.09311348205625607]"
BAAI/bge-small-en,gradient,85,50,0.0373306387427055,"[0.06565656565656566, 0.03007518796992481, 0.016260162601626018]"
bert-base-uncased,gradient,31,100,0.09202005959874393,"[0.1141804788213628, 0.06982543640897755, 0.09205426356589147]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.5,100,0.04259259259259259,"[0.05, 0.0, 0.07777777777777778]"
BAAI/bge-small-en,gradient,85,100,0.0373306387427055,"[0.06565656565656566, 0.03007518796992481, 0.016260162601626018]"
adsabs/astroBERT,gradient,34,50,0.0953141609658034,"[0.12115384615384615, 0.07552083333333333, 0.08926780341023069]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.6,50,0.03807303807303807,"[0.038461538461538464, 0.0, 0.07575757575757576]"
BAAI/bge-large-en-v1.5,percentile,52,100,0.08879261208031035,"[0.11083743842364532, 0.056856187290969896, 0.09868421052631579]"
bert-base-uncased,gradient,34,50,0.09167746188590342,"[0.1147227533460803, 0.06994818652849741, 0.09036144578313253]"
BAAI/bge-small-en,gradient,88,50,0.025452436610763008,"[0.055865921787709494, 0.008333333333333333, 0.0121580547112462]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.6,100,0.03807303807303807,"[0.038461538461538464, 0.0, 0.07575757575757576]"
adsabs/astroBERT,gradient,34,100,0.0953141609658034,"[0.12115384615384615, 0.07552083333333333, 0.08926780341023069]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.7000000000000002,50,0.03227513227513227,"[0.03333333333333333, 0.0, 0.06349206349206349]"
BAAI/bge-small-en,gradient,88,100,0.025452436610763008,"[0.055865921787709494, 0.008333333333333333, 0.0121580547112462]"
bert-base-uncased,gradient,34,100,0.09167746188590342,"[0.1147227533460803, 0.06994818652849741, 0.09036144578313253]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.7000000000000002,100,0.03227513227513227,"[0.03333333333333333, 0.0, 0.06349206349206349]"
BAAI/bge-small-en,gradient,91,50,0.025695809949066676,"[0.056962025316455694, 0.009708737864077669, 0.010416666666666666]"
adsabs/astroBERT,gradient,37,50,0.09358347749489992,"[0.11976047904191617, 0.07008086253369272, 0.09090909090909091]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.8,50,0.028940880792732646,"[0.02097902097902098, 0.0, 0.06584362139917696]"
bert-base-uncased,gradient,37,50,0.08979101467232053,"[0.11752988047808766, 0.064343163538874, 0.0875]"
BAAI/bge-large-en-v1.5,percentile,55,50,0.08697520927788732,"[0.10824742268041238, 0.0528169014084507, 0.09986130374479889]"
BAAI/bge-small-en,gradient,91,100,0.025695809949066676,"[0.056962025316455694, 0.009708737864077669, 0.010416666666666666]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.8,100,0.028940880792732646,"[0.02097902097902098, 0.0, 0.06584362139917696]"
adsabs/astroBERT,gradient,37,100,0.09358347749489992,"[0.11976047904191617, 0.07008086253369272, 0.09090909090909091]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.9000000000000001,50,0.02258407833120477,"[0.007407407407407408, 0.0, 0.0603448275862069]"
bert-base-uncased,gradient,37,100,0.08979101467232053,"[0.11752988047808766, 0.064343163538874, 0.0875]"
BAAI/bge-small-en,gradient,94,50,0.023529760845053704,"[0.058394160583941604, 0.0, 0.012195121951219513]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,1.9000000000000001,100,0.02258407833120477,"[0.007407407407407408, 0.0, 0.0603448275862069]"
adsabs/astroBERT,gradient,40,50,0.09191896469152648,"[0.12058212058212059, 0.06722689075630252, 0.08794788273615635]"
BAAI/bge-small-en,gradient,94,100,0.023529760845053704,"[0.058394160583941604, 0.0, 0.012195121951219513]"
bert-base-uncased,gradient,40,50,0.08996081515456435,"[0.12058212058212059, 0.06722689075630252, 0.08207343412526998]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.0,50,0.0202436443063343,"[0.007633587786259542, 0.0, 0.05309734513274336]"
BAAI/bge-small-en,gradient,97,50,0.005984272957483674,"[0.00819672131147541, 0.0, 0.00975609756097561]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.0,100,0.0202436443063343,"[0.007633587786259542, 0.0, 0.05309734513274336]"
adsabs/astroBERT,gradient,40,100,0.09191896469152648,"[0.12058212058212059, 0.06722689075630252, 0.08794788273615635]"
BAAI/bge-large-en-v1.5,percentile,55,100,0.08697520927788732,"[0.10824742268041238, 0.0528169014084507, 0.09986130374479889]"
bert-base-uncased,gradient,40,100,0.08996081515456435,"[0.12058212058212059, 0.06722689075630252, 0.08207343412526998]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.1,50,0.02050132229504427,"[0.007692307692307693, 0.0, 0.053811659192825115]"
BAAI/bge-small-en,gradient,97,100,0.005984272957483674,"[0.00819672131147541, 0.0, 0.00975609756097561]"
adsabs/astroBERT,gradient,43,50,0.09100175253894897,"[0.12147505422993492, 0.06432748538011696, 0.08720271800679502]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.1,100,0.02050132229504427,"[0.007692307692307693, 0.0, 0.053811659192825115]"
BAAI/bge-small-en,standard_deviation,0.1,50,0.07887905295629487,"[0.09287925696594428, 0.04128440366972477, 0.10247349823321555]"
bert-base-uncased,gradient,43,50,0.08689855673157898,"[0.12147505422993492, 0.05813953488372093, 0.08108108108108109]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.2,50,0.015106561835533798,"[0.007936507936507936, 0.0, 0.037383177570093455]"
BAAI/bge-small-en,standard_deviation,0.1,100,0.07887905295629487,"[0.09287925696594428, 0.04128440366972477, 0.10247349823321555]"
adsabs/astroBERT,gradient,43,100,0.09100175253894897,"[0.12147505422993492, 0.06432748538011696, 0.08720271800679502]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.2,100,0.015106561835533798,"[0.007936507936507936, 0.0, 0.037383177570093455]"
bert-base-uncased,gradient,43,100,0.08689855673157898,"[0.12147505422993492, 0.05813953488372093, 0.08108108108108109]"
BAAI/bge-large-en-v1.5,percentile,58,50,0.08600560694997346,"[0.10869565217391304, 0.04814814814814815, 0.10117302052785923]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.3000000000000003,50,0.015491411091065966,"[0.00819672131147541, 0.0, 0.03827751196172249]"
BAAI/bge-small-en,standard_deviation,0.2,50,0.07323851933912805,"[0.08970099667774087, 0.02926829268292683, 0.10074626865671642]"
adsabs/astroBERT,gradient,46,50,0.08889228518666759,"[0.11990950226244344, 0.06422018348623854, 0.08254716981132075]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.3000000000000003,100,0.015491411091065966,"[0.00819672131147541, 0.0, 0.03827751196172249]"
BAAI/bge-small-en,standard_deviation,0.2,100,0.07323851933912805,"[0.08970099667774087, 0.02926829268292683, 0.10074626865671642]"
bert-base-uncased,gradient,46,50,0.08823679255399615,"[0.11990950226244344, 0.06097560975609756, 0.08382526564344746]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.4000000000000004,50,0.015804135861995073,"[0.00819672131147541, 0.0, 0.0392156862745098]"
adsabs/astroBERT,gradient,46,100,0.08889228518666759,"[0.11990950226244344, 0.06422018348623854, 0.08254716981132075]"
BAAI/bge-small-en,standard_deviation,0.30000000000000004,50,0.06354339760899168,"[0.08391608391608392, 0.015625, 0.09108910891089109]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.4000000000000004,100,0.015804135861995073,"[0.00819672131147541, 0.0, 0.0392156862745098]"
bert-base-uncased,gradient,46,100,0.08823679255399615,"[0.11990950226244344, 0.06097560975609756, 0.08382526564344746]"
BAAI/bge-small-en,standard_deviation,0.30000000000000004,100,0.06354339760899168,"[0.08391608391608392, 0.015625, 0.09108910891089109]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.5,50,0.014622109419063735,"[0.008333333333333333, 0.0, 0.03553299492385787]"
BAAI/bge-large-en-v1.5,percentile,58,100,0.08600560694997346,"[0.10869565217391304, 0.04814814814814815, 0.10117302052785923]"
adsabs/astroBERT,gradient,49,50,0.08971816967698916,"[0.1182033096926714, 0.0641025641025641, 0.08684863523573201]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.5,100,0.014622109419063735,"[0.008333333333333333, 0.0, 0.03553299492385787]"
bert-base-uncased,gradient,49,50,0.08571979224872074,"[0.11556603773584906, 0.0641025641025641, 0.07749077490774908]"
BAAI/bge-small-en,standard_deviation,0.4,50,0.060428339464162206,"[0.07894736842105263, 0.011235955056179775, 0.09110169491525423]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.6,50,0.013296062945543821,"[0.00847457627118644, 0.0, 0.031413612565445025]"
adsabs/astroBERT,gradient,49,100,0.08971816967698916,"[0.1182033096926714, 0.0641025641025641, 0.08684863523573201]"
BAAI/bge-small-en,standard_deviation,0.4,100,0.060428339464162206,"[0.07894736842105263, 0.011235955056179775, 0.09110169491525423]"
bert-base-uncased,gradient,49,100,0.08571979224872074,"[0.11556603773584906, 0.0641025641025641, 0.07749077490774908]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.6,100,0.013296062945543821,"[0.00847457627118644, 0.0, 0.031413612565445025]"
BAAI/bge-small-en,standard_deviation,0.5,50,0.05670879524734315,"[0.0703125, 0.011976047904191617, 0.08783783783783784]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.7,50,0.013626251390433816,"[0.008620689655172414, 0.0, 0.03225806451612903]"
adsabs/astroBERT,gradient,52,50,0.08990998298508374,"[0.11633663366336634, 0.06756756756756757, 0.0858257477243173]"
BAAI/bge-large-en-v1.5,percentile,61,50,0.08225252329192546,"[0.10285714285714286, 0.04296875, 0.10093167701863354]"
bert-base-uncased,gradient,52,50,0.08618905643995249,"[0.11358024691358025, 0.06756756756756757, 0.07741935483870968]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.7,100,0.013626251390433816,"[0.008620689655172414, 0.0, 0.03225806451612903]"
BAAI/bge-small-en,standard_deviation,0.5,100,0.05670879524734315,"[0.0703125, 0.011976047904191617, 0.08783783783783784]"
adsabs/astroBERT,gradient,52,100,0.08990998298508374,"[0.11633663366336634, 0.06756756756756757, 0.0858257477243173]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.8000000000000003,50,0.013999576264280708,"[0.008849557522123894, 0.0, 0.03314917127071823]"
BAAI/bge-small-en,standard_deviation,0.6000000000000001,50,0.0564529128043974,"[0.06694560669456066, 0.012578616352201259, 0.08983451536643026]"
bert-base-uncased,gradient,52,100,0.08618905643995249,"[0.11358024691358025, 0.06756756756756757, 0.07741935483870968]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.8000000000000003,100,0.013999576264280708,"[0.008849557522123894, 0.0, 0.03314917127071823]"
adsabs/astroBERT,gradient,55,50,0.08516407632713063,"[0.11398963730569948, 0.06405693950177936, 0.07744565217391304]"
BAAI/bge-small-en,standard_deviation,0.6000000000000001,100,0.0564529128043974,"[0.06694560669456066, 0.012578616352201259, 0.08983451536643026]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.9000000000000004,50,0.011363636363636362,"[0.0, 0.0, 0.03409090909090909]"
bert-base-uncased,gradient,55,50,0.08130866126793779,"[0.10824742268041238, 0.06405693950177936, 0.07162162162162163]"
BAAI/bge-large-en-v1.5,percentile,61,100,0.08225252329192546,"[0.10285714285714286, 0.04296875, 0.10093167701863354]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,2.9000000000000004,100,0.011363636363636362,"[0.0, 0.0, 0.03409090909090909]"
BAAI/bge-small-en,standard_deviation,0.7000000000000001,50,0.053199862446647504,"[0.05855855855855856, 0.014084507042253521, 0.08695652173913043]"
adsabs/astroBERT,gradient,55,100,0.08516407632713063,"[0.11398963730569948, 0.06405693950177936, 0.07744565217391304]"
nasa-impact/nasa-ibm-st.38m,standard_deviation,3.0,50,0.009689922480620155,"[0.0, 0.0, 0.029069767441860465]"
