model_name,breakpoint_threshold_type,breakpoint_threshold_amount,min_chunk_size,average_score,score0,score1,score2
all-MiniLM-L6-v2,percentile,22,100,0.07229681075878465,[0.05070422535211268, 0.08144796380090498, 0.08473824312333629]
all-MiniLM-L6-v2,percentile,25,50,0.07329478574923408,[0.051900584795321635, 0.08196721311475409, 0.08601655933762649]
all-MiniLM-L6-v2,percentile,25,100,0.07329478574923408,[0.051900584795321635, 0.08196721311475409, 0.08601655933762649]
all-MiniLM-L6-v2,percentile,28,50,0.07184595564126085,[0.04927975739196361, 0.07990314769975787, 0.08635496183206107]
all-MiniLM-L6-v2,percentile,28,100,0.07184595564126085,[0.04927975739196361, 0.07990314769975787, 0.08635496183206107]
all-MiniLM-L6-v2,percentile,31,50,0.07170321725180379,[0.050513022888713496, 0.08060453400503778, 0.08399209486166008]
all-MiniLM-L6-v2,percentile,31,100,0.07170321725180379,[0.050513022888713496, 0.08060453400503778, 0.08399209486166008]
all-MiniLM-L6-v2,percentile,34,50,0.06940227895109058,[0.05012325390304026, 0.0783289817232376, 0.07975460122699386]
all-MiniLM-L6-v2,percentile,34,100,0.06940227895109058,[0.05012325390304026, 0.0783289817232376, 0.07975460122699386]
all-MiniLM-L6-v2,percentile,37,50,0.06786688900766755,[0.050643776824034335, 0.07880434782608696, 0.07415254237288135]
all-MiniLM-L6-v2,percentile,37,100,0.06786688900766755,[0.050643776824034335, 0.07880434782608696, 0.07415254237288135]
all-MiniLM-L6-v2,percentile,40,50,0.06652916324460416,[0.0492831541218638, 0.07627118644067797, 0.07403314917127071]
